StudentID	Stname	Major	Gender	StRating	Level	XP	Password
402	Elif Aksoy	MAVA	Female	3.0	13	0	G46sJry.
403	Doğa Güneş	Business	Other	2.3	11	5	xl_wXRz?
404	Selim Toktaş	Business	Male	4.4	18	60	Vt8q08-c
405	Selin Erdem	Biology	Female	3.8	29	5	kN!Y5kvc
406	Merve Güneş	Law	Female	4.1	9	0	cz8PKmGE
407	Osman Erdem	Comp	Male	3.3	15	15	apJe2o9L
408	İbrahim Toktaş	Comp	Male	3.9	7	70	vsnFHAB_
409	Dilara Altun	Biology	Female	4.6	7	90	Ojetayb-
410	İpek Demir	Psyc	Female	4.6	9	65	!CP8Bc8g
411	Yusuf Toktaş	Business	Male	1.3	2	60	Drgx4z*f
412	Beren Çelik	Business	Female	3.0	6	45	i?TuyOfQ
413	Hüseyin Şahin	Mech	Male	2.6	11	75	POnPLc9i
414	Ahmet Çelik	Physics	Male	4.5	7	5	wCPiDL-A
415	Nur Güneş	Biology	Female	3.9	6	65	yRoqihf9
416	Dilara Öztürk	Comp	Female	1.3	30	75	QGZZzng0
417	Berfin Öztürk	Comp	Female	4.3	7	0	DAIbD3aj
418	İbrahim Güneş	Mech	Male	2.9	8	50	Iu9Lk67V
419	Emre Yılmaz	Law	Male	3.9	12	95	xcIE3zHq
420	Ali Kaya	Business	Male	1.4	9	20	t?6mKUkG
421	Beren Toktaş	Law	Female	2.2	33	10	mFmCcaj-
422	Osman Koç	Physics	Male	4.6	26	60	PvMevnxU
423	Sinemis Çelik	Comp	Female	3.5	1	10	_UN!yzVi
424	Yusuf Demir	Mech	Male	2.8	6	65	QU!.Umf2
425	Cem Altun	Psyc	Male	4.5	5	25	LRt-ToZo
426	Sinemis Çetin	Math	Female	4.6	3	15	12U1tK1a
427	Ayşe Aydın	Comp	Female	2.3	19	75	wCjiREhU
428	Zeynep Toktaş	Biology	Female	3.8	23	35	3jaGfiKW
429	Selim Koç	Math	Male	1.4	10	70	OE69Ch5u
430	Beren Öztürk	MAVA	Female	4.8	14	10	QZCSy1j7
431	Kaan Güneş	Psyc	Male	4.4	5	10	Sc0cAwSv
432	Hasan Aksoy	MAVA	Male	2.8	37	50	xqWEeadv
433	Eren Çetin	Law	Male	4.6	4	10	GrIGi?0.
434	Fatma Polat	Physics	Female	2.8	28	60	XzuMSoXC
435	Merve Altun	Mech	Female	2.9	14	90	tD7YuEfM
436	Hüseyin Toktaş	Law	Male	2.6	32	10	VujdkwkK
437	Doğa Polat	Business	Other	4.4	43	10	7G5M0BYH
438	Ali Öztürk	Mech	Male	2.8	38	10	BAne_ggv
439	Ceren Şahin	Psyc	Female	2.8	9	75	q4FfFOgG
440	Büşra Altun	Math	Female	1.7	25	20	-*eoYe3f
441	Murat Şahin	MAVA	Male	3.6	7	85	B2t6hmJs
442	Berk Güneş	Law	Male	1.6	15	70	M8u_S6_t
443	Atalay Koç	Biology	Male	4.6	26	50	E?1rT29M
444	Ahmet Aksoy	MAVA	Male	3.1	24	50	DLOpGqrf
445	Emre Koç	Biology	Male	4.2	15	40	onS5begA
446	Beren Çetin	Comp	Female	4.7	6	40	PBBMmD3z
447	Duygu Demir	Physics	Female	4.7	25	25	a68J*Z4D
448	Hatice Altun	Business	Female	1.0	37	45	5IApDSnR
449	Hatice Demir	Business	Female	1.5	10	15	sDL8twXF
450	Uğur Aksoy	Mech	Male	1.2	9	10	8kh0xwqS
451	Selin Çelik	Law	Female	3.2	8	90	r4a3.AFi
452	Ceren Kaya	Psyc	Female	3.6	24	35	j6WdrY!1
453	Atalay Polat	Law	Male	2.9	1	20	TaP_MV0Q
454	Yasemin Güneş	Math	Female	4.0	6	0	IgLyBwPU
455	Berfin Aksoy	Mech	Female	2.1	2	50	tcU?v-zo
456	Ayşe Demir	MAVA	Female	3.3	2	75	LQ?3wmyv
457	Hatice Koç	Business	Female	3.3	2	90	w6Rf46x.
458	Emine Polat	Math	Female	4.3	34	50	bgEb8-8E
459	Selin Altun	Law	Female	3.9	7	95	0kHj6AZD
460	Furkan Çelik	Business	Male	0.9	1	80	YnMxIALj
461	Atalay Erdem	MAVA	Male	3.7	20	70	pH5NaWEm
462	Havva Polat	Mech	Female	2.8	27	50	LiveJbyh
463	Duygu Şahin	Psyc	Female	2.5	6	0	gvyKOXrf
464	Turan Kaya	Physics	Male	4.4	21	40	u8cswzUk
465	Evren Altun	Math	Other	0.8	48	90	5tm1-IV6
466	Selin Erdem	Psyc	Female	3.9	49	5	uD7Dz1l5
467	Gül Koç	Mech	Female	2.4	31	95	j_?spfrL
468	Eda Çelik	Math	Female	1.3	13	75	IzLdY9K8
469	Uğur Aksoy	Psyc	Male	3.3	6	25	2qSty3.e
470	Ali Çetin	Math	Male	1.9	2	95	M?1rQjqR
471	Elif Yılmaz	Math	Female	4.0	4	40	NG_Q**M5
472	Berfin Güneş	Psyc	Female	2.1	4	0	N2RWVEN9
473	Berfin Polat	Psyc	Female	2.4	27	85	7sRCRhA.
474	Eren Yılmaz	Math	Male	3.5	2	15	GrAnUdvF
475	Ayşe Koç	Mech	Female	2.8	14	45	3qDJ5.UG
476	Ece Polat	Business	Female	4.0	8	0	nmC-8GuQ
477	Hasan Çelik	Physics	Male	3.6	9	50	Fyf.!Z2y
478	Hatice Demir	Psyc	Female	3.6	25	20	6sZlEEf?
479	Turan Koç	Business	Male	1.5	9	55	Eic*oKEu
480	Emre Koç	Physics	Male	4.5	5	65	GXV*.Fx4
481	Mehmet Aksoy	MAVA	Male	3.9	11	35	oTq4x7bV
482	Uğur Güneş	Math	Male	3.3	1	25	SLNGbO3q
483	Havva Toktaş	Psyc	Female	3.3	27	65	Jm.sWvqR
484	Doğa Aydın	Law	Other	4.3	21	95	wEX8PWLI
485	Ayşe Koç	Business	Female	3.2	4	75	Jabl1aSz
486	İbrahim Şahin	Business	Male	4.3	4	60	gL4PNO_q
487	Murat Şahin	Physics	Male	2.5	8	5	k0v3IAz5
488	Merve Yılmaz	Physics	Female	3.3	21	40	V7FUGxor
489	Merve Aksoy	Physics	Female	3.7	22	10	HrJdS1w1
490	Yıldız Çetin	Mech	Other	4.1	7	10	!KGmIakM
491	Eda Aydın	Biology	Female	4.5	10	25	Fu36YK75
492	Ayşe Aksoy	Biology	Female	4.9	18	85	PfDW-Aag
493	Sinemis Güneş	Law	Female	1.2	30	90	gsucNCTy
494	Atalay Yılmaz	Biology	Male	4.6	19	15	OcF*VFmE
495	Furkan Koç	Physics	Male	2.7	1	65	jEW_z?Zm
496	Ege Kaya	Law	Male	0.5	20	55	ph3U3uh.
497	Eda Erdem	Biology	Female	2.2	17	65	h7scNZ?o
498	Doğa Erdem	MAVA	Other	3.6	3	10	THi1JJIy
499	Büşra Yılmaz	Psyc	Female	2.2	42	45	O22OLg6M
500	Merve Yılmaz	Math	Female	4.4	10	55	Ir0kRior
