StudentID,Sname,Major,Gender,StRating,Level,XP,Password
366,Fatma Yılmaz,Fizik,Female,3.7,6,40,XtKTxUOb
367,Osman Erdem,Bilgisayar Mühendisliği,Male,2.5,13,60,iNuYg55W
368,Fatma Altun,İşletme,Female,3.5,10,40,MvTxEgS1
369,İpek Çetin,İşletme,Female,3.7,28,45,M8G.MEwe
370,Sinemis Kaya,Medya,Female,4.3,2,40,bHLxyh8o
371,Hasan Çelik,İşletme,Male,1.5,6,0,SP8k_WMv
372,Furkan Koç,Makine Mühendisliği,Male,0.8,12,55,kkLrCeeo
373,Sibel Altun,Matematik,Female,4.2,8,45,k*00j7.t
374,Evren Güneş,Matematik,Other,2.5,46,0,Zzofs4mT
375,Mustafa Koç,Fizik,Male,3.3,4,95,4SnPIKa_
376,Gül Aksoy,Medya,Female,4.8,48,20,Tz9-.Kwx
377,Elif Yılmaz,Fizik,Female,3.6,28,35,FkP?8y3n
378,Beren Kaya,Medya,Female,4.8,10,55,*77PNs*Z
379,Hatice Aksoy,Hukuk,Female,4.1,3,95,qXxYlrZD
380,Havva Kaya,İşletme,Female,4.4,2,80,XiyU-7uX
381,Mustafa Çelik,Matematik,Male,0.6,28,50,3_v4I!x6
382,Sinemis Aksoy,Fizik,Female,4.2,5,40,zTjKLJ5e
383,Ayşe Toktaş,Makine Mühendisliği,Female,1.8,6,90,ifniNqGx
384,Büşra Yılmaz,İşletme,Female,4.7,8,95,*?K8sTHS
385,Oğuz Kaya,Psikoloji,Male,1.1,8,35,3RCCuxQs
386,Hasan Öztürk,Bilgisayar Mühendisliği,Male,3.2,35,35,-B!5E.0p
387,Uğur Demir,Fizik,Male,1.1,6,10,ORP!9K-n
388,Hatice Şahin,İşletme,Female,4.7,36,40,t7hMo9sK
389,Fatma Güneş,Biyoloji,Female,2.0,11,90,qbczhA2o
390,Hüseyin Aydın,İşletme,Male,3.6,8,45,lmZiciN0
391,Selim Yılmaz,İşletme,Male,4.5,11,25,zx7NI6lk
392,Büşra Polat,Hukuk,Female,3.9,24,55,Z41v4kCF
393,Ali Polat,Makine Mühendisliği,Male,3.4,2,15,CKC4ytMs
394,Fatma Erdem,Makine Mühendisliği,Female,3.5,12,10,RY?Ksd0x
395,Elif Erdem,Matematik,Female,4.5,33,40,2tUHlxkO
396,Beren Çelik,İşletme,Female,3.1,6,95,fS?MeWc1
397,Osman Aksoy,Matematik,Male,3.4,28,5,GrZLuXhR
398,Hasan Şahin,Biyoloji,Male,2.0,4,60,i0UqUyqR
399,Selin Koç,Bilgisayar Mühendisliği,Female,1.9,21,50,IScIJ?Xf
400,Sibel Güneş,Fizik,Female,4.0,23,15,Ckmw_WE8
401,Duygu Aydın,Medya,Female,4.0,16,35,xD-!o1kn
402,Elif Aksoy,Medya,Female,3.0,13,0,G46sJry.
403,Doğa Güneş,İşletme,Other,2.3,11,5,xl_wXRz?
404,Selim Toktaş,İşletme,Male,4.4,18,60,Vt8q08-c
405,Selin Erdem,Biyoloji,Female,3.8,29,5,kN!Y5kvc
406,Merve Güneş,Hukuk,Female,4.1,9,0,cz8PKmGE
407,Osman Erdem,Bilgisayar Mühendisliği,Male,3.3,15,15,apJe2o9L
408,İbrahim Toktaş,Bilgisayar Mühendisliği,Male,3.9,7,70,vsnFHAB_
409,Dilara Altun,Biyoloji,Female,4.6,7,90,Ojetayb-
410,İpek Demir,Psikoloji,Female,4.6,9,65,!CP8Bc8g
411,Yusuf Toktaş,İşletme,Male,1.3,2,60,Drgx4z*f
412,Beren Çelik,İşletme,Female,3.0,6,45,i?TuyOfQ
413,Hüseyin Şahin,Makine Mühendisliği,Male,2.6,11,75,POnPLc9i
414,Ahmet Çelik,Fizik,Male,4.5,7,5,wCPiDL-A
415,Nur Güneş,Biyoloji,Female,3.9,6,65,yRoqihf9
416,Dilara Öztürk,Bilgisayar Mühendisliği,Female,1.3,30,75,QGZZzng0
417,Berfin Öztürk,Bilgisayar Mühendisliği,Female,4.3,7,0,DAIbD3aj
418,İbrahim Güneş,Makine Mühendisliği,Male,2.9,8,50,Iu9Lk67V
419,Emre Yılmaz,Hukuk,Male,3.9,12,95,xcIE3zHq
420,Ali Kaya,İşletme,Male,1.4,9,20,t?6mKUkG
421,Beren Toktaş,Hukuk,Female,2.2,33,10,mFmCcaj-
422,Osman Koç,Fizik,Male,4.6,26,60,PvMevnxU
423,Sinemis Çelik,Bilgisayar Mühendisliği,Female,3.5,1,10,_UN!yzVi
424,Yusuf Demir,Makine Mühendisliği,Male,2.8,6,65,QU!.Umf2
425,Cem Altun,Psikoloji,Male,4.5,5,25,LRt-ToZo
426,Sinemis Çetin,Matematik,Female,4.6,3,15,12U1tK1a
427,Ayşe Aydın,Bilgisayar Mühendisliği,Female,2.3,19,75,wCjiREhU
428,Zeynep Toktaş,Biyoloji,Female,3.8,23,35,3jaGfiKW
429,Selim Koç,Matematik,Male,1.4,10,70,OE69Ch5u
430,Beren Öztürk,Medya,Female,4.8,14,10,QZCSy1j7
431,Kaan Güneş,Psikoloji,Male,4.4,5,10,Sc0cAwSv
432,Hasan Aksoy,Medya,Male,2.8,37,50,xqWEeadv
433,Eren Çetin,Hukuk,Male,4.6,4,10,GrIGi?0.
434,Fatma Polat,Fizik,Female,2.8,28,60,XzuMSoXC
435,Merve Altun,Makine Mühendisliği,Female,2.9,14,90,tD7YuEfM
436,Hüseyin Toktaş,Hukuk,Male,2.6,32,10,VujdkwkK
437,Doğa Polat,İşletme,Other,4.4,43,10,7G5M0BYH
438,Ali Öztürk,Makine Mühendisliği,Male,2.8,38,10,BAne_ggv
439,Ceren Şahin,Psikoloji,Female,2.8,9,75,q4FfFOgG
440,Büşra Altun,Matematik,Female,1.7,25,20,-*eoYe3f
441,Murat Şahin,Medya,Male,3.6,7,85,B2t6hmJs
442,Berk Güneş,Hukuk,Male,1.6,15,70,M8u_S6_t
443,Atalay Koç,Biyoloji,Male,4.6,26,50,E?1rT29M
444,Ahmet Aksoy,Medya,Male,3.1,24,50,DLOpGqrf
445,Emre Koç,Biyoloji,Male,4.2,15,40,onS5begA
446,Beren Çetin,Bilgisayar Mühendisliği,Female,4.7,6,40,PBBMmD3z
447,Duygu Demir,Fizik,Female,4.7,25,25,a68J*Z4D
448,Hatice Altun,İşletme,Female,1.0,37,45,5IApDSnR
449,Hatice Demir,İşletme,Female,1.5,10,15,sDL8twXF
450,Uğur Aksoy,Makine Mühendisliği,Male,1.2,9,10,8kh0xwqS
451,Selin Çelik,Hukuk,Female,3.2,8,90,r4a3.AFi
452,Ceren Kaya,Psikoloji,Female,3.6,24,35,j6WdrY!1
453,Atalay Polat,Hukuk,Male,2.9,1,20,TaP_MV0Q
454,Yasemin Güneş,Matematik,Female,4.0,6,0,IgLyBwPU
455,Berfin Aksoy,Makine Mühendisliği,Female,2.1,2,50,tcU?v-zo
456,Ayşe Demir,Medya,Female,3.3,2,75,LQ?3wmyv
457,Hatice Koç,İşletme,Female,3.3,2,90,w6Rf46x.
458,Emine Polat,Matematik,Female,4.3,34,50,bgEb8-8E
459,Selin Altun,Hukuk,Female,3.9,7,95,0kHj6AZD
460,Furkan Çelik,İşletme,Male,0.9,1,80,YnMxIALj
461,Atalay Erdem,Medya,Male,3.7,20,70,pH5NaWEm
462,Havva Polat,Makine Mühendisliği,Female,2.8,27,50,LiveJbyh
463,Duygu Şahin,Psikoloji,Female,2.5,6,0,gvyKOXrf
464,Turan Kaya,Fizik,Male,4.4,21,40,u8cswzUk
465,Evren Altun,Matematik,Other,0.8,48,90,5tm1-IV6
466,Selin Erdem,Psikoloji,Female,3.9,49,5,uD7Dz1l5
467,Gül Koç,Makine Mühendisliği,Female,2.4,31,95,j_?spfrL
468,Eda Çelik,Matematik,Female,1.3,13,75,IzLdY9K8
469,Uğur Aksoy,Psikoloji,Male,3.3,6,25,2qSty3.e
470,Ali Çetin,Matematik,Male,1.9,2,95,M?1rQjqR
471,Elif Yılmaz,Matematik,Female,4.0,4,40,NG_Q**M5
472,Berfin Güneş,Psikoloji,Female,2.1,4,0,N2RWVEN9
473,Berfin Polat,Psikoloji,Female,2.4,27,85,7sRCRhA.
474,Eren Yılmaz,Matematik,Male,3.5,2,15,GrAnUdvF
475,Ayşe Koç,Makine Mühendisliği,Female,2.8,14,45,3qDJ5.UG
476,Ece Polat,İşletme,Female,4.0,8,0,nmC-8GuQ
477,Hasan Çelik,Fizik,Male,3.6,9,50,Fyf.!Z2y
478,Hatice Demir,Psikoloji,Female,3.6,25,20,6sZlEEf?
479,Turan Koç,İşletme,Male,1.5,9,55,Eic*oKEu
480,Emre Koç,Fizik,Male,4.5,5,65,GXV*.Fx4
481,Mehmet Aksoy,Medya,Male,3.9,11,35,oTq4x7bV
482,Uğur Güneş,Matematik,Male,3.3,1,25,SLNGbO3q
483,Havva Toktaş,Psikoloji,Female,3.3,27,65,Jm.sWvqR
484,Doğa Aydın,Hukuk,Other,4.3,21,95,wEX8PWLI
485,Ayşe Koç,İşletme,Female,3.2,4,75,Jabl1aSz
486,İbrahim Şahin,İşletme,Male,4.3,4,60,gL4PNO_q
487,Murat Şahin,Fizik,Male,2.5,8,5,k0v3IAz5
488,Merve Yılmaz,Fizik,Female,3.3,21,40,V7FUGxor
489,Merve Aksoy,Fizik,Female,3.7,22,10,HrJdS1w1
490,Yıldız Çetin,Makine Mühendisliği,Other,4.1,7,10,!KGmIakM
491,Eda Aydın,Biyoloji,Female,4.5,10,25,Fu36YK75
492,Ayşe Aksoy,Biyoloji,Female,4.9,18,85,PfDW-Aag
493,Sinemis Güneş,Hukuk,Female,1.2,30,90,gsucNCTy
494,Atalay Yılmaz,Biyoloji,Male,4.6,19,15,OcF*VFmE
495,Furkan Koç,Fizik,Male,2.7,1,65,jEW_z?Zm
496,Ege Kaya,Hukuk,Male,0.5,20,55,ph3U3uh.
497,Eda Erdem,Biyoloji,Female,2.2,17,65,h7scNZ?o
498,Doğa Erdem,Medya,Other,3.6,3,10,THi1JJIy
499,Büşra Yılmaz,Psikoloji,Female,2.2,42,45,O22OLg6M
500,Merve Yılmaz,Matematik,Female,4.4,10,55,Ir0kRior
